Date,Index
2/7/2018,1382.02
2/8/2018,1391.03
2/11/2018,1384.71
2/12/2018,1380.29
2/14/2018,1388.94
2/15/2018,1424.95
2/18/2018,1413.89
2/20/2018,1396.72
2/21/2018,1387.08
2/22/2018,1386.98
2/25/2018,1374.73
2/26/2018,1358.95
2/27/2018,1364.81
2/28/2018,1345.99
3/4/2018,1304.43
3/5/2018,1287.74
3/6/2018,1296.44
3/7/2018,1315.13
3/11/2018,1284.09
3/12/2018,1277.01
3/13/2018,1281.9
3/14/2018,1285.96
3/15/2018,1288.36
3/18/2018,1278.96
3/19/2018,1270.52
3/20/2018,1255.47
3/21/2018,1231.07
3/22/2018,1220.44
3/26/2018,1168.55
3/27/2018,1207.71
3/28/2018,1204.81
3/29/2018,1220.29
4/1/2018,1196.24
4/2/2018,1192.96
4/3/2018,1199
4/4/2018,1226.45
4/5/2018,1250.39
4/8/2018,1294.65
4/9/2018,1287.78
4/10/2018,1270.23
4/11/2018,1273.33
4/12/2018,1277.55
4/15/2018,1280.15
4/16/2018,1297.57
4/17/2018,1331.18
4/18/2018,1363.01
4/19/2018,1388.31
4/22/2018,1438.49
4/23/2018,1410.85
4/24/2018,1394.86
4/25/2018,1386.47
4/26/2018,1357.22
4/29/2018,1349.01
5/2/2018,1360.38
5/3/2018,1366.15
5/6/2018,1353.64
5/7/2018,1345.37
5/8/2018,1361.02
5/9/2018,1356.15
5/10/2018,1348.45
5/14/2018,1338.17
5/15/2018,1333.85
5/16/2018,1338.01
5/17/2018,1339.65
5/20/2018,1339.19
5/21/2018,1337.13
5/22/2018,1332.82
5/23/2018,1328.27
5/24/2018,1318.22
5/27/2018,1300.41
5/28/2018,1336.39
5/29/2018,1327.21
5/30/2018,1322.27
5/31/2018,1307.66
6/3/2018,1273.95
6/4/2018,1268.84
6/6/2018,1282.75
6/7/2018,1257.07
6/10/2018,1231.64
6/11/2018,1241.19
6/12/2018,1239.26
6/13/2018,1242.07
6/14/2018,1247.3
6/17/2018,1233.23
6/18/2018,1235.15
6/19/2018,1226.18
6/20/2018,1217.84
6/21/2018,1218.46
6/24/2018,1219.81
6/25/2018,1210.09
6/26/2018,1194.8
6/27/2018,1199.42
6/28/2018,1198.54
7/1/2018,1184.53
7/2/2018,1179.71
7/3/2018,1180.36
7/4/2018,1188.4
7/5/2018,1224.41
7/8/2018,1224.39
7/9/2018,1206.43
7/10/2018,1205.93
7/11/2018,1205.64
7/12/2018,1191.98
7/15/2018,1200.09
7/16/2018,1212.36
7/17/2018,1204.31
7/18/2018,1198.75
7/19/2018,1193.39
7/22/2018,1181.66
7/23/2018,1194.5
7/24/2018,1199.27
7/25/2018,1194.35
7/26/2018,1191.2
7/29/2018,1194.82
7/30/2018,1194.38
7/31/2018,1191.47
8/1/2018,1193.87
8/2/2018,1191.31
8/5/2018,1189.88
8/6/2018,1189.67
8/7/2018,1188.21
8/8/2018,1187.32
8/9/2018,1180.63
8/12/2018,1163.94
8/13/2018,1174.37
8/14/2018,1180.98
8/15/2018,1209.71
8/16/2018,1210.32
8/19/2018,1196.29
8/20/2018,1188.07
8/21/2018,1183.89
8/22/2018,1182.42
8/23/2018,1178.5
8/26/2018,1175.72
8/28/2018,1177.09
8/29/2018,1172.3
8/30/2018,1181.69
9/2/2018,1190.28
9/3/2018,1206.26
9/4/2018,1210.24
9/5/2018,1234.13
9/6/2018,1229.77
9/9/2018,1218.98
9/10/2018,1210.88
9/11/2018,1217.65
9/12/2018,1230.71
9/13/2018,1244.84
9/16/2018,1256.53
9/17/2018,1256.4
9/18/2018,1258.81
9/20/2018,1255.07
9/23/2018,1257.68
9/25/2018,1280.05
9/26/2018,1277.74
9/27/2018,1267.18
9/30/2018,1256.71
10/1/2018,1238.67
10/2/2018,1241.36
10/3/2018,1230.6
10/4/2018,1227.37
10/7/2018,1214.36
10/8/2018,1220.52
10/9/2018,1217.93
10/10/2018,1218.33
10/11/2018,1228.28
10/14/2018,1242.43
10/15/2018,1241.63
10/21/2018,1246.52
10/22/2018,1244.54
10/23/2018,1241.84
10/24/2018,1249.93
10/25/2018,1241.11
10/28/2018,1227.49
10/29/2018,1216.93
10/30/2018,1224.36
10/31/2018,1221.46
11/1/2018,1220.98
11/4/2018,1207.28
11/5/2018,1219.2
11/6/2018,1222.53
11/11/2018,1205.22
11/12/2018,1193.34
11/13/2018,1207.57
11/14/2018,1208.89
11/15/2018,1205.02
11/18/2018,1194.87
11/19/2018,1189.56
11/20/2018,1181.66
11/21/2018,1182.74
11/22/2018,1181.41
11/25/2018,1166.43
11/26/2018,1160.28
11/27/2018,1161.43
11/28/2018,1159.38
11/29/2018,1148.7
12/2/2018,1130.63
12/3/2018,1131.73
12/4/2018,1142.01
12/6/2018,1120.84
12/9/2018,1131.7
12/10/2018,1144.19
12/11/2018,1141.1
12/12/2018,1141.18
12/13/2018,1148.78
12/16/2018,1167.67
12/17/2018,1182.78
12/18/2018,1168.17
12/19/2018,1162.7
12/20/2018,1165.97
12/23/2018,1198.18
12/24/2018,1191.74
12/25/2018,1186.03
12/26/2018,1216.27
12/30/2018,1204.54
12/31/2018,1187.28
1/1/2019,1185.91
1/2/2019,1180.43
1/3/2019,1178.87
1/6/2019,1170.79
1/7/2019,1177.46
1/8/2019,1177.07
1/9/2019,1179.36
1/10/2019,1180.84
1/13/2019,1175.05
1/14/2019,1186.8
1/15/2019,1195.54
1/16/2019,1187.97
1/17/2019,1187.77
1/20/2019,1179.17
1/21/2019,1168.06
1/22/2019,1168.83
1/23/2019,1172.98
1/24/2019,1172.78
1/27/2019,1162.09
1/28/2019,1164.89
1/29/2019,1160.99
1/30/2019,1160.59
1/31/2019,1161.63
2/3/2019,1153.06
2/4/2019,1144.27
2/5/2019,1147.1
2/6/2019,1139.72
2/7/2019,1139.57
2/10/2019,1127.53
2/11/2019,1128.86
2/12/2019,1128.19
2/13/2019,1121.08
2/14/2019,1112.87
2/17/2019,1109.72
2/18/2019,1102.51
2/19/2019,1124.96
2/20/2019,1112.23
2/21/2019,1113.07
2/24/2019,1102.32
2/25/2019,1109.73
2/26/2019,1102.56
2/27/2019,1105.53
3/3/2019,1100.58
3/5/2019,1102.64
3/6/2019,1111.76
3/7/2019,1127.77
3/10/2019,1128.71
3/11/2019,1142.93
3/12/2019,1163.26
3/13/2019,1150.1
3/14/2019,1155.5
3/17/2019,1161.45
3/18/2019,1153.98
3/19/2019,1147.15
3/21/2019,1140.6
3/24/2019,1134.8
3/25/2019,1138.67
3/26/2019,1140.72
3/27/2019,1140.71
3/28/2019,1144.53
3/31/2019,1143.59
4/1/2019,1149.99
4/2/2019,1163.47
4/3/2019,1165.84
4/4/2019,1165.2
4/7/2019,1182.36
4/8/2019,1191.68
4/9/2019,1181.1
4/10/2019,1184.61
4/11/2019,1184.02
4/15/2019,1188.71
4/16/2019,1212.05
4/17/2019,1217.04
4/18/2019,1232.26
4/21/2019,1264.2
4/22/2019,1256.94
4/23/2019,1260.68
4/24/2019,1279.29
4/25/2019,1292.12
4/28/2019,1314.51
4/29/2019,1310.31
4/30/2019,1298.6
5/2/2019,1294.39
5/5/2019,1277.68
5/6/2019,1299.41
5/7/2019,1301.28
5/8/2019,1297.6
5/9/2019,1291.96
5/12/2019,1295.03
5/13/2019,1301.34
5/14/2019,1315.45
5/15/2019,1321
5/16/2019,1318.71
5/19/2019,1316.84
5/20/2019,1307.71
5/21/2019,1312.14
5/22/2019,1319.63
5/23/2019,1314.55
5/26/2019,1302.61
5/27/2019,1302.96
5/28/2019,1305.49
5/29/2019,1313.88
5/30/2019,1319.47
6/2/2019,1305.68
6/3/2019,1292.84
6/4/2019,1289.28
6/6/2019,1284.59
6/10/2019,1275.82
6/11/2019,1275.99
6/12/2019,1272.49
6/13/2019,1269.56
6/16/2019,1258.27
6/17/2019,1260.9
6/18/2019,1258.67
6/19/2019,1258.47
6/20/2019,1264.36
6/23/2019,1254.35
6/24/2019,1260.1
6/25/2019,1261.07
6/26/2019,1258.29
6/27/2019,1257.16
6/30/2019,1244.89
7/1/2019,1242.04
7/2/2019,1253.06
7/3/2019,1268.68
7/4/2019,1260.47
7/7/2019,1256.05
7/8/2019,1247.35
7/9/2019,1250.27
7/10/2019,1249.15
7/11/2019,1248.53
7/14/2019,1249.49
7/15/2019,1254.57
7/16/2019,1259.02
7/17/2019,1274.86
7/18/2019,1272.5
7/21/2019,1268.75
7/22/2019,1271.23
7/23/2019,1277.17
7/24/2019,1284.07
7/25/2019,1269.92
7/28/2019,1252.81
7/29/2019,1255.99
7/30/2019,1259.38
7/31/2019,1265.58
8/1/2019,1263.84
8/4/2019,1259.64
8/5/2019,1255.1
8/6/2019,1245.73
8/7/2019,1248.49
8/8/2019,1238.56
8/11/2019,1233.72
8/12/2019,1233.85
8/13/2019,1231.07
8/14/2019,1225.9
8/15/2019,1224.04
8/18/2019,1214.83
8/19/2019,1222.07
8/20/2019,1213.64
8/21/2019,1214.06
8/22/2019,1213.07
8/25/2019,1209.62
8/26/2019,1203.13
8/27/2019,1208.01
8/28/2019,1197.75
8/29/2019,1196.42
9/1/2019,1184.79
9/2/2019,1170.34
9/3/2019,1190.91
9/4/2019,1194.77
9/5/2019,1191.07
9/8/2019,1178.46
9/9/2019,1168.92
9/10/2019,1166.67
9/11/2019,1163.21
9/12/2019,1157.89
9/15/2019,1140.02
9/16/2019,1123.84
9/17/2019,1150.74
9/18/2019,1173.43
9/19/2019,1155.3
9/22/2019,1139.26
9/23/2019,1140.99
9/24/2019,1134.57
9/25/2019,1131.53
9/26/2019,1129.81
9/29/2019,1125.15
9/30/2019,1135.57
10/1/2019,1145.69
10/2/2019,1140.71
10/3/2019,1149.4
10/10/2019,1149.01
10/14/2019,1136.96
10/15/2019,1142.05
10/16/2019,1137.04
10/17/2019,1137.75
10/20/2019,1133.72
10/21/2019,1132.4
10/22/2019,1134.8
10/23/2019,1142.6
10/24/2019,1149.34
10/31/2019,1146.17
11/3/2019,1139.29
11/4/2019,1140.26
11/5/2019,1139.46
11/6/2019,1138.02
11/7/2019,1131.97
11/10/2019,1131.8
11/11/2019,1145.57
11/12/2019,1139.96
11/13/2019,1135.16
11/14/2019,1135.95
11/17/2019,1131.36
11/18/2019,1131.13
11/19/2019,1129.99
11/20/2019,1128.34
11/21/2019,1120.6
11/24/2019,1110.08
11/25/2019,1110.08
11/26/2019,1109.17
11/27/2019,1117.46
11/28/2019,1112.79
12/1/2019,1112.86
12/2/2019,1111.99
12/3/2019,1115.75
12/4/2019,1124.47
12/5/2019,1131.92
12/8/2019,1135.38
12/9/2019,1148.89
12/10/2019,1151.37
12/11/2019,1161.48
12/12/2019,1172.65
12/15/2019,1167.87
12/16/2019,1154.12
12/17/2019,1155.38
12/18/2019,1152.07
12/19/2019,1149.65
12/22/2019,1150.82
12/23/2019,1168.58
12/24/2019,1166.22
12/25/2019,1168.04
12/26/2019,1167.42
12/29/2019,1162.43
12/30/2019,1167.96
12/31/2019,1166.04
1/1/2020,1169.5
1/2/2020,1166.22
1/5/2020,1182.31
1/6/2020,1200.7
1/7/2020,1216.93
1/8/2020,1209.6
1/9/2020,1213.12
1/12/2020,1255.72
1/13/2020,1270.87
1/14/2020,1263.38
1/15/2020,1284.23
1/16/2020,1310.23
1/19/2020,1343.66
1/20/2020,1317.12
1/21/2020,1320.47
1/22/2020,1313.42
1/23/2020,1297.48
1/26/2020,1276.68
1/27/2020,1300.63
1/28/2020,1306.15
1/29/2020,1305.88
1/30/2020,1325.39
2/2/2020,1346.65
2/3/2020,1349.14
2/4/2020,1337.05
2/5/2020,1342.36
2/6/2020,1333.69
2/9/2020,1319.99
2/10/2020,1324.27
2/11/2020,1341.38
2/12/2020,1345.98
2/13/2020,1344.59
2/16/2020,1363.98
2/17/2020,1398.24
2/18/2020,1400.01
2/19/2020,1405.26
2/20/2020,1434.58
2/23/2020,1504.14
2/24/2020,1502.18
2/25/2020,1545.2
2/26/2020,1596.13
2/27/2020,1632.18
3/1/2020,1591.36
3/2/2020,1495.3
3/3/2020,1509.68
3/4/2020,1441.2
3/5/2020,1435.7
3/10/2020,1349.32
3/11/2020,1423.09
3/12/2020,1377.18
3/15/2020,1313.04
3/16/2020,1316.4
3/17/2020,1272.07
3/18/2020,1255.8
3/19/2020,1269.31
3/22/2020,1251.46
5/12/2020,1226.16
5/13/2020,1201.58
6/29/2020,1188.71
6/30/2020,1260.76
7/1/2020,1336.53
7/6/2020,1298.73
7/7/2020,1336.67
7/8/2020,1326.54
7/9/2020,1331.11
7/12/2020,1340.29
7/13/2020,1342.41
7/14/2020,1347.45
7/15/2020,1362.35
7/16/2020,1394.77
7/19/2020,1479.03
7/20/2020,1464.94
7/21/2020,1449.95
7/22/2020,1432.45
7/23/2020,1442.62
7/26/2020,1465.11
7/27/2020,1462.48
7/28/2020,1454.89
7/29/2020,1431.53
7/30/2020,1439.06
8/2/2020,1396.28
8/3/2020,1403.87
8/5/2020,1386.17
8/6/2020,1381.38
8/9/2020,1392.68
8/10/2020,1430.42
8/11/2020,1423.81
8/12/2020,1425.32
8/13/2020,1408.79
8/16/2020,1391.46
8/17/2020,1402.22
8/18/2020,1407.9
8/19/2020,1391.3
8/20/2020,1397.57
8/23/2020,1410.34
8/24/2020,1431.61
8/25/2020,1440.94
8/26/2020,1462.04
8/27/2020,1458.04
8/30/2020,1462.67
8/31/2020,1484.99
9/2/2020,1510.57
9/3/2020,1510.42
9/6/2020,1499.98
9/7/2020,1487.81
9/8/2020,1495.16
9/9/2020,1508.21
9/10/2020,1520.69
9/13/2020,1537.25
9/14/2020,1540.51
9/15/2020,1536.04
9/16/2020,1541.4
9/17/2020,1572.19
9/20/2020,1575.18
9/21/2020,1569.06
9/22/2020,1546.16
9/23/2020,1555.53
9/24/2020,1561.27
9/27/2020,1565.56
9/28/2020,1560.83
9/29/2020,1553.62
9/30/2020,1550.43
10/1/2020,1571.04
10/4/2020,1585.76
10/5/2020,1582.13
10/6/2020,1586.29
10/7/2020,1600.98
10/8/2020,1589.64
10/11/2020,1576.27
10/12/2020,1578.01
10/13/2020,1568.59
10/14/2020,1561.17
10/15/2020,1562.46
10/18/2020,1556.8
10/19/2020,1570.38
10/20/2020,1583.61
10/21/2020,1597.72
10/22/2020,1606.26
10/28/2020,1647.46
10/29/2020,1645.68
11/1/2020,1640.96
11/2/2020,1637.63
11/3/2020,1643.04
11/4/2020,1640.64
11/5/2020,1636.17
11/8/2020,1648.58
11/9/2020,1652.81
11/10/2020,1678.79
11/11/2020,1707.68
11/12/2020,1718.5
11/18/2020,1741.81
11/19/2020,1778.13
11/22/2020,1782.81
11/23/2020,1780.43
11/24/2020,1810.11
11/25/2020,1874.82
11/26/2020,1893.25
11/29/2020,1968.27
11/30/2020,1997.06
12/1/2020,2000.4
12/2/2020,2071.03
12/3/2020,2055.46
12/6/2020,1932.11
12/7/2020,2004.39
12/8/2020,1995.35
12/9/2020,1955.75
12/10/2020,1964.02
12/13/2020,2010.45
12/14/2020,2067.17
12/15/2020,2061.42
12/16/2020,2055.22
12/17/2020,2032.52
12/20/2020,1935.64
12/21/2020,1965.96
12/22/2020,2061.42
12/23/2020,2068.46
12/24/2020,2038.63
12/27/2020,1998.65
12/28/2020,2007.3
12/29/2020,2012.89
12/30/2020,2062.06
12/31/2020,2087.28
1/3/2021,2175.4
1/4/2021,2169.04
1/5/2021,2165.5
1/6/2021,2178.57
1/7/2021,2194.49
1/10/2021,2235.73
1/11/2021,2239.43
1/12/2021,2267.74
1/13/2021,2286.55
1/17/2021,2315.01
1/18/2021,2332.32
1/19/2021,2326.9
1/20/2021,2342.77
1/21/2021,2374.64
1/24/2021,2424.84
1/25/2021,2440.88
1/26/2021,2423.09
1/27/2021,2441.85
1/28/2021,2425.3
1/31/2021,2370.55
2/1/2021,2408.24
2/2/2021,2473.74
2/3/2021,2466.92
2/4/2021,2475.27
2/7/2021,2524
2/8/2021,2561.48
2/9/2021,2534.37
2/10/2021,2543.03
2/11/2021,2526.92
2/14/2021,2493.59
2/15/2021,2586.01
2/16/2021,2601.51
2/17/2021,2611.45
2/18/2021,2636.68
2/21/2021,2640.35
2/22/2021,2607.67
2/23/2021,2586.51
2/24/2021,2599.56
2/25/2021,2554.14
2/28/2021,2474.39
3/1/2021,2515.03
3/2/2021,2455.33
3/3/2021,2416.01
3/4/2021,2506.68
3/7/2021,2485.1
3/9/2021,2461.88
3/10/2021,2458.49
3/14/2021,2407.26
3/15/2021,2389.19
3/16/2021,2391.75
3/17/2021,2432.15
3/18/2021,2475.09
3/21/2021,2538.47
3/22/2021,2514.39
3/23/2021,2528.96
3/24/2021,2570.26
3/25/2021,2548.97
3/29/2021,2543.52
3/30/2021,2575.67
3/31/2021,2619.03
4/1/2021,2631.9
4/4/2021,2657.61
4/5/2021,2658.75
4/6/2021,2674.47
4/7/2021,2671.62
4/8/2021,2674.36
4/12/2021,2691.56
4/13/2021,2714.79
4/15/2021,2735.46
4/18/2021,2699.51
4/19/2021,2661.94
4/20/2021,2664.62
4/21/2021,2632.21
4/22/2021,2648.01
4/25/2021,2572.22
4/26/2021,2506.62
4/27/2021,2599.08
4/28/2021,2585.28
4/29/2021,2611.11
5/2/2021,2665.11
5/3/2021,2652.76
5/4/2021,2654.69
5/5/2021,2649.6
5/6/2021,2637.13
5/9/2021,2618.57
5/10/2021,2645.85
5/11/2021,2673.32
5/12/2021,2673.88
5/13/2021,2684.01
5/16/2021,2738.3
5/17/2021,2759.22
5/18/2021,2793.9
5/19/2021,2780.81
5/20/2021,2787.19
5/23/2021,2820
5/24/2021,2823.07
5/25/2021,2816.57
5/27/2021,2815.4
5/30/2021,2827.93
5/31/2021,2782.69
6/1/2021,2771.15
6/2/2021,2827.13
6/3/2021,2856.68
6/6/2021,2906.89
6/7/2021,2906.7
6/8/2021,2960.14
6/9/2021,2946.58
6/10/2021,2944.78
6/13/2021,2983.11
6/14/2021,3025.83
6/15/2021,3022.11
6/16/2021,2969.7
6/17/2021,2968.43
6/20/2021,2905.15
6/21/2021,2834.41
6/22/2021,2913.85
6/23/2021,2862.19
6/24/2021,2843
6/27/2021,2870.38
6/28/2021,2875.5
6/29/2021,2828.01
6/30/2021,2823.88
7/1/2021,2843
7/4/2021,2834.52
7/5/2021,2822.74
7/6/2021,2818.11
7/7/2021,2801.13
7/8/2021,2824.9
7/11/2021,2899.82
7/12/2021,2854.77
7/13/2021,2871.04
7/14/2021,2872.05
7/15/2021,2883.38
7/18/2021,2980.61
7/19/2021,2994.58
7/20/2021,2985.57
7/22/2021,3004.32
7/25/2021,3058.64
7/26/2021,3050.43
7/27/2021,3079.67
7/28/2021,3094.95
7/29/2021,3079.83
8/1/2021,3081.06
8/2/2021,3085.07
8/3/2021,3111.09
8/4/2021,3123.15
8/5/2021,3107.45
8/8/2021,3108.13
8/9/2021,3109.67
8/10/2021,3161.45
8/11/2021,3162.6
8/12/2021,3179
8/15/2021,3154.03
8/16/2021,3160.06
8/17/2021,3160.32
8/18/2021,3198.6
8/19/2021,3180.79
8/24/2021,3124.87
8/25/2021,3076.45
8/26/2021,3094.05
8/29/2021,3044.87
8/31/2021,2975.84
9/1/2021,2976.98
9/2/2021,2926.89
9/5/2021,2818.73
9/6/2021,2980.79
9/7/2021,2936.61
9/8/2021,2876.59
9/9/2021,2875.98
9/12/2021,2947.42
9/13/2021,2947.7
9/14/2021,2929.29
9/15/2021,2889.03
9/16/2021,2812.39
9/20/2021,2698.25
9/21/2021,2712.07
9/22/2021,2816.95
9/23/2021,2819.66
9/26/2021,2758.48
9/27/2021,2685.42
9/28/2021,2615.4
9/29/2021,2665.94
9/30/2021,2633.42
10/3/2021,2577.5
10/4/2021,2570.81
10/5/2021,2612.65
10/6/2021,2681.11
10/10/2021,2662.58
10/11/2021,2639.38
10/17/2021,2656.97
10/18/2021,2587.45
10/19/2021,2510.73
10/20/2021,2571.66
10/21/2021,2556.96
10/24/2021,2584.53
10/25/2021,2672.25
10/26/2021,2751.07
10/27/2021,2769.13
10/28/2021,2782.17
10/31/2021,2837.62
11/1/2021,2819.87
11/2/2021,2843.62
11/3/2021,2848.84
11/8/2021,2829.65
11/9/2021,2749.86
11/11/2021,2690.29
11/14/2021,2688.92
11/15/2021,2715.35
11/16/2021,2784.58
11/17/2021,2801.52
11/18/2021,2769.13
11/21/2021,2757.53
11/22/2021,2765.44
11/23/2021,2733.14
11/24/2021,2735.01
11/25/2021,2731.78
11/28/2021,2651.49
11/29/2021,2630.01
11/30/2021,2628.37
12/1/2021,2633.66
12/2/2021,2584.61
12/5/2021,2513.87
12/6/2021,2546.09
12/7/2021,2508.91
12/8/2021,2455.82
12/9/2021,2449.97
12/12/2021,2361.27
12/13/2021,2281.67
12/14/2021,2418.85
12/15/2021,2414.62
12/16/2021,2376.75
12/20/2021,2358.82
12/21/2021,2415.55
12/22/2021,2507.7
12/23/2021,2520.23
12/26/2021,2591.42
12/27/2021,2521.65
12/28/2021,2518.99
12/29/2021,2524.5
1/2/2022,2584.91
1/3/2022,2616.94
1/4/2022,2679.95
1/5/2022,2649.2
1/6/2022,2692.47
1/9/2022,2765.47
1/10/2022,2784.95
1/11/2022,2834.13
1/12/2022,2803.62
1/13/2022,2857.75
